sequence_id	source	candidate_group	embedding_group	embedding_method	axis1_label	axis2_label	axis3_label	axis1	axis2	axis3	pc1	pc2	pc3
NA-047_TC2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	16.123467	-0.250183	3.595668	16.123467	-0.250183	3.595668
gGvTC-8	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.977865	-0.19642	3.506498	14.977865	-0.19642	3.506498
NA-141_TC2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.825981	-0.284934	3.606322	15.825981	-0.284934	3.606322
NA-047_TC1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.435916	-0.400387	3.909669	15.435916	-0.400387	3.909669
CiTC-1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	14.871704	-0.752592	-2.928965	14.871704	-0.752592	-2.928965
TspTC-7	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.411879	0.597723	0.38381	20.411879	0.597723	0.38381
TspTC-5	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.856956	0.746103	0.413351	20.856956	0.746103	0.413351
SCB-084_TC4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.776178	0.777246	0.401385	20.776178	0.777246	0.401385
TspTC-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.82549	0.93135	0.221623	20.82549	0.93135	0.221623
SCB-084_TC2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	16.317634	-0.166914	3.652441	16.317634	-0.166914	3.652441
SCB-084_TC1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	17.040456	0.136742	3.790263	17.040456	0.136742	3.790263
TspTC-6	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.858996	0.798639	0.108878	20.858996	0.798639	0.108878
TspTC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.350985	0.778486	0.097813	21.350985	0.778486	0.097813
SCB-084_TC6	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.361051	0.711102	0.061753	21.361051	0.711102	0.061753
TspTC-8	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.858021	0.735116	0.380588	20.858021	0.735116	0.380588
SCB-084_TC5	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.996342	0.719696	0.335278	20.996342	0.719696	0.335278
TmTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.82339	0.616901	0.169778	19.82339	0.616901	0.169778
S_TmTC-1-cembreneA	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	15.232642	-0.683803	-3.432058	15.232642	-0.683803	-3.432058
TmTC-3	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	15.16686	-0.684788	-3.431568	15.16686	-0.684788	-3.431568
Allacma_fusca	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	0.48182	-0.358034	-0.246378	0.48182	-0.358034	-0.246378
S_PgTC-1	coral		ref:coral:tps_subclade_1	lda_reference_subclade_spread	LD1	LD2	LD3	-5.206592	-1.801482	1.628995	-5.206592	-1.801482	1.628995
NODE_9695_length_1224	coral		ref:coral:tps_subclade_1	lda_reference_subclade_spread	LD1	LD2	LD3	-5.233018	-1.936125	1.574774	-5.233018	-1.936125	1.574774
NODE_9264_length_1285	coral		ref:coral:tps_subclade_1	lda_reference_subclade_spread	LD1	LD2	LD3	-5.227697	-1.962296	1.572804	-5.227697	-1.962296	1.572804
Rkoe_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	8.275782	-0.632937	0.105165	8.275782	-0.632937	0.105165
RmTC-1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	8.968128	-0.314208	0.025421	8.968128	-0.314208	0.025421
RmTC-1-cembreneB_2	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.043407	-0.319777	0.026827	9.043407	-0.319777	0.026827
Basb_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.346531	-0.227622	-0.317997	9.346531	-0.227622	-0.317997
EcTPS-6-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.731807	-0.61256	0.188721	9.731807	-0.61256	0.188721
ErycarTC-6-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.731807	-0.61256	0.188721	9.731807	-0.61256	0.188721
Selo_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.516744	-0.266013	-0.199961	9.516744	-0.266013	-0.199961
VgTC-1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.449932	-0.432915	-0.300938	9.449932	-0.432915	-0.300938
NA-195_TC-5-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.656189	-0.626178	0.103769	9.656189	-0.626178	0.103769
Crub_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.570019	-0.631681	0.010369	9.570019	-0.631681	0.010369
Crub_cbTC_2-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.570019	-0.631681	0.010369	9.570019	-0.631681	0.010369
CrTC1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.724583	-0.633434	0.017771	9.724583	-0.633434	0.017771
Dgem_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.548583	-0.356739	-0.098995	9.548583	-0.356739	-0.098995
NA-218_TC-1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.941904	-0.470615	-0.20202	9.941904	-0.470615	-0.20202
PcaTC-1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.944051	-0.512787	-0.585409	9.944051	-0.512787	-0.585409
HcTC-5g-1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.368906	-0.319233	-0.065121	9.368906	-0.319233	-0.065121
g34001.t1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.368906	-0.319233	-0.065121	9.368906	-0.319233	-0.065121
HcTC-5-2	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.347691	-0.606775	0.250772	9.347691	-0.606775	0.250772
NA-045_TC-5	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.305509	-0.301864	0.029129	9.305509	-0.301864	0.029129
NA-195_TC-3	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.047315	-0.638082	0.029314	9.047315	-0.638082	0.029314
SCB-216_TC1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	8.971199	-0.629135	0.100385	8.971199	-0.629135	0.100385
NA-218_TC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	13.080998	-0.34599	3.725667	13.080998	-0.34599	3.725667
NA-195_TC-1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	14.560707	-0.552061	-3.480737	14.560707	-0.552061	-3.480737
NA-195_TC-2	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.375316	-0.493637	-0.610629	9.375316	-0.493637	-0.610629
S_HiTC-1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	15.92914	-0.638445	-3.441293	15.92914	-0.638445	-3.441293
NA-195_TC-4	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	15.124912	-0.66129	-3.594345	15.124912	-0.66129	-3.594345
HcTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.021707	0.566387	0.425266	20.021707	0.566387	0.425266
HcTC-2g	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.021866	0.564712	0.424577	20.021866	0.564712	0.424577
g50187.t1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.021866	0.564712	0.424577	20.021866	0.564712	0.424577
SCB-157_TC4	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	14.34888	-0.52319	-3.497982	14.34888	-0.52319	-3.497982
SCB-157_TC2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.132654	0.651965	0.045284	20.132654	0.651965	0.045284
gCspTC-2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.927254	-0.250151	3.43506	15.927254	-0.250151	3.43506
ErycarTC-4	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	13.92946	-0.485392	3.6129	13.92946	-0.485392	3.6129
ErycarTC-4_1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	13.550634	-0.515853	3.703439	13.550634	-0.515853	3.703439
PmTC-3	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.998181	-0.241379	-0.203046	9.998181	-0.241379	-0.203046
PstTC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	13.535125	-0.374348	3.504685	13.535125	-0.374348	3.504685
PsuTC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.174509	-0.296625	3.526622	14.174509	-0.296625	3.526622
PmTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.352652	-0.176391	3.551803	14.352652	-0.176391	3.551803
PstTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.495184	-0.152427	3.568486	14.495184	-0.152427	3.568486
PsuTC-2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.495184	-0.152427	3.568486	14.495184	-0.152427	3.568486
PsuTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.689873	-0.43874	3.96156	14.689873	-0.43874	3.96156
PmTC-2	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	14.233921	-0.607042	-3.28328	14.233921	-0.607042	-3.28328
PstTC-2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.628483	-0.323185	3.549176	14.628483	-0.323185	3.549176
PsuTC-4	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.66057	-0.322129	3.547364	14.66057	-0.322129	3.547364
ErycarTC-5	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	13.79328	-0.598915	-3.529952	13.79328	-0.598915	-3.529952
ErycarTC-7	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.77472	-0.333172	-0.069734	9.77472	-0.333172	-0.069734
ErycarTC-8	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.266847	-0.40563	3.732086	14.266847	-0.40563	3.732086
ErTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.750953	-0.15332	3.452103	14.750953	-0.15332	3.452103
ErTC-1_2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.750953	-0.15332	3.452103	14.750953	-0.15332	3.452103
TmTC-1-Cembrene_A	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	15.523253	-0.781774	-2.97257	15.523253	-0.781774	-2.97257
PcTC-7	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.988634	-0.292448	3.534471	15.988634	-0.292448	3.534471
NA-045_TC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.932915	0.741014	0.146684	20.932915	0.741014	0.146684
PcTC-8	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.649715	0.610402	0.367754	20.649715	0.610402	0.367754
PcTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.076704	0.916522	0.185169	21.076704	0.916522	0.185169
PcTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.956981	0.794211	0.314219	20.956981	0.794211	0.314219
S_PeTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.642453	-0.308907	3.710157	15.642453	-0.308907	3.710157
AeTC-2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.642269	-0.307139	3.710777	15.642269	-0.307139	3.710777
gGvTC-7	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.229489	-0.365971	3.764558	15.229489	-0.365971	3.764558
gGvTC-4	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.008998	-0.464571	3.679539	15.008998	-0.464571	3.679539
GvTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.297448	0.715058	0.236726	20.297448	0.715058	0.236726
gGvTC-6	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.229835	0.712726	0.236165	20.229835	0.712726	0.236165
AaTPS	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.621955	0.799911	0.330448	20.621955	0.799911	0.330448
gGvTC-9	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.622739	0.715353	0.250407	20.622739	0.715353	0.250407
NA-141_TC1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.989893	0.668918	0.214568	20.989893	0.668918	0.214568
NA-141_TC5	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.64331	0.593025	0.382309	20.64331	0.593025	0.382309
NA-047_TC4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.489675	0.587624	0.367876	20.489675	0.587624	0.367876
gGvTC-10	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.610099	0.680799	0.239182	20.610099	0.680799	0.239182
S_AbTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.808217	0.592406	0.2886	20.808217	0.592406	0.2886
AbTC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.898682	0.690245	0.202834	20.898682	0.690245	0.202834
ErycarTC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.253833	0.123172	3.387048	15.253833	0.123172	3.387048
S_LsTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.827155	-0.116646	3.497723	14.827155	-0.116646	3.497723
AbTC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.04258	-0.036559	3.39919	15.04258	-0.036559	3.39919
PcTC-5	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	16.782677	-0.000766	3.570878	16.782677	-0.000766	3.570878
PcTC-6	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.984742	-0.077944	3.526361	15.984742	-0.077944	3.526361
S_CdTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.92435	-0.17328	3.387668	15.92435	-0.17328	3.387668
TspTC-9	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.543794	-0.154616	3.248996	15.543794	-0.154616	3.248996
AHY23922.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.53297	8.706344	-8.144702	-7.53297	8.706344	-8.144702
AHY23921.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.864241	10.83128	-7.969282	-7.864241	10.83128	-7.969282
AHY23924.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.379655	11.035137	-7.81929	-7.379655	11.035137	-7.81929
ATZ56107.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.541043	12.159826	-7.965029	-7.541043	12.159826	-7.965029
XP_001832573.2	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.900596	11.469911	-7.777235	-7.900596	11.469911	-7.777235
XP_001836556.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.487186	13.021267	-8.706011	-7.487186	13.021267	-8.706011
XP_001832925.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.780468	13.469159	-8.769599	-7.780468	13.469159	-8.769599
XP_001836356.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.022926	12.767658	-9.229551	-7.022926	12.767658	-9.229551
XP_001832549.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.442807	9.012696	-9.703166	-7.442807	9.012696	-9.703166
MUStwsD_GLEAN_10001317	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.675172	13.006683	-9.14513	-7.675172	13.006683	-9.14513
MUStwsD_GLEAN_10003938	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.954119	12.38462	-7.942813	-7.954119	12.38462	-7.942813
MUStwsD_GLEAN_10005581	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.405032	12.378068	-8.349548	-7.405032	12.378068	-8.349548
MUStwsD_GLEAN_10000810	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.451496	11.857889	-8.019714	-7.451496	11.857889	-8.019714
MUStwsD_GLEAN_10000811	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.395267	11.96116	-7.843468	-7.395267	11.96116	-7.843468
MUStwsD_GLEAN_10003820	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.512733	12.143376	-8.830901	-7.512733	12.143376	-8.830901
MUStwsD_GLEAN_10000831	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.606813	12.763117	-9.543731	-7.606813	12.763117	-9.543731
MUStwsD_GLEAN_10000543	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.695378	6.940084	-6.654307	-7.695378	6.940084	-6.654307
MUStwsD_GLEAN_10000292	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.586339	8.395409	-8.651996	-7.586339	8.395409	-8.651996
sP9WEV6.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.779873	10.522267	-8.653334	-7.779873	10.522267	-8.653334
GU123140.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.713985	8.314724	-8.758552	-7.713985	8.314724	-8.758552
Stehi1_159379	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.717167	8.615258	-8.846038	-7.717167	8.615258	-8.846038
Stehi1_128017	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.466111	12.670912	-9.71071	-7.466111	12.670912	-9.71071
Stehi1_25180	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.62506	13.272126	-10.436793	-7.62506	13.272126	-10.436793
Stehi1_64702	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.750402	13.345797	-10.822839	-7.750402	13.345797	-10.822839
Stehi1_73029	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.754609	13.470542	-10.656055	-7.754609	13.470542	-10.656055
AGR34199.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.769304	13.307301	-10.690613	-7.769304	13.307301	-10.690613
A0A1B6FW32	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.366664	-1.73914	-2.755999	-10.366664	-1.73914	-2.755999
A0A1B6JR16	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.372865	-1.774677	-2.769675	-10.372865	-1.774677	-2.769675
A0A0K8SQK6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.380081	-1.785377	-2.778176	-10.380081	-1.785377	-2.778176
A0A224XQ55	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.379595	-1.747974	-2.76873	-10.379595	-1.747974	-2.76873
A0A023F505	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.378821	-1.745453	-2.767486	-10.378821	-1.745453	-2.767486
E2C655	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.394493	-1.915447	-2.821446	-10.394493	-1.915447	-2.821446
A0A151ICL0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.388388	-1.871265	-2.805757	-10.388388	-1.871265	-2.805757
A0A151XAF4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.394591	-1.915767	-2.821604	-10.394591	-1.915767	-2.821604
A0A195DY43	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.396168	-1.920899	-2.824137	-10.396168	-1.920899	-2.824137
F4WZX1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.393288	-1.911523	-2.819509	-10.393288	-1.911523	-2.819509
A0A195B7S7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.39723	-1.924356	-2.825843	-10.39723	-1.924356	-2.825843
E2AMF4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.39358	-1.912476	-2.81998	-10.39358	-1.912476	-2.81998
A0A3L8DMT1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.373594	-1.764258	-2.767753	-10.373594	-1.764258	-2.767753
A0A026VYX6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.398318	-1.9279	-2.827592	-10.398318	-1.9279	-2.827592
D6WAF3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.370334	-1.697359	-2.7489	-10.370334	-1.697359	-2.7489
A0A0T6AYV0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.385094	-1.834958	-2.794276	-10.385094	-1.834958	-2.794276
A0A5E4M2V6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.386102	-1.797303	-2.785994	-10.386102	-1.797303	-2.785994
J9K4T0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.386049	-1.800966	-2.786836	-10.386049	-1.800966	-2.786836
A0A2H8TKV8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.382846	-1.785422	-2.780452	-10.382846	-1.785422	-2.780452
M9VU49	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.384405	-1.790497	-2.782957	-10.384405	-1.790497	-2.782957
V5UUH0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.384879	-1.792043	-2.78372	-10.384879	-1.792043	-2.78372
A0A1Y1MX09	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.375127	-1.735987	-2.76217	-10.375127	-1.735987	-2.76217
A0A2A4JK80	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.387951	-1.83914	-2.797628	-10.387951	-1.83914	-2.797628
A0A212F9C8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.379995	-1.764628	-2.773087	-10.379995	-1.764628	-2.773087
G9D512	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.380759	-1.77735	-2.77679	-10.380759	-1.77735	-2.77679
A0A0N1PGS1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.369422	-1.680318	-2.744031	-10.369422	-1.680318	-2.744031
A0A232ET71	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.363806	-1.637727	-2.729127	-10.363806	-1.637727	-2.729127
A0A482XJ80	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.38711	-1.887574	-2.808655	-10.38711	-1.887574	-2.808655
A0A1B6DIQ4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.380959	-1.756253	-2.771851	-10.380959	-1.756253	-2.771851
A0A1B6GMQ4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.382812	-1.777636	-2.778541	-10.382812	-1.777636	-2.778541
A0A1B6KSJ0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.381731	-1.765161	-2.774638	-10.381731	-1.765161	-2.774638
A0A154P407	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.384603	-1.79754	-2.784823	-10.384603	-1.79754	-2.784823
A0A0L7QLJ7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.383553	-1.790284	-2.782208	-10.383553	-1.790284	-2.782208
A0A067QX52	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.38956	-1.91218	-2.816614	-10.38956	-1.91218	-2.816614
A0A0C9Q793	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.386951	-1.800065	-2.787358	-10.386951	-1.800065	-2.787358
A0A182X0B1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.377601	-1.76451	-2.771096	-10.377601	-1.76451	-2.771096
A0A182V1R4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.375686	-1.750599	-2.766162	-10.375686	-1.750599	-2.766162
Q7PYQ9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.377254	-1.764659	-2.770848	-10.377254	-1.764659	-2.770848
A0A182TH73	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.379449	-1.77948	-2.776232	-10.379449	-1.77948	-2.776232
A0A182I001	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.362611	-1.623604	-2.724732	-10.362611	-1.623604	-2.724732
A0A182JSE6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.383475	-1.796427	-2.78363	-10.383475	-1.796427	-2.78363
A0A182P568	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.383246	-1.79312	-2.782642	-10.383246	-1.79312	-2.782642
A0A182YAP7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.383708	-1.852192	-2.797309	-10.383708	-1.852192	-2.797309
