sequence_id	source	candidate_group	embedding_group	embedding_method	axis1_label	axis2_label	axis3_label	axis1	axis2	axis3	pc1	pc2	pc3
NA-141_TC2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-23.200467	-0.0	3.904959	-23.200467	-0.0	3.904959
NA-047_TC1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.750766	-0.0	3.797214	-22.750766	-0.0	3.797214
CiTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.493567	-0.0	3.599085	-22.493567	-0.0	3.599085
TspTC-7	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-24.805685	0.0	-4.738429	-24.805685	0.0	-4.738429
TspTC-5	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.319657	0.0	-4.613949	-25.319657	0.0	-4.613949
SCB-084_TC4	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.227618	0.0	-4.587458	-25.227618	0.0	-4.587458
TspTC-3	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.283322	0.0	-4.456106	-25.283322	0.0	-4.456106
SCB-084_TC2	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-24.887288	0.0	-4.502852	-24.887288	0.0	-4.502852
SCB-084_TC1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.718572	0.0	-4.251507	-25.718572	0.0	-4.251507
TspTC-6	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.322963	0.0	-4.565287	-25.322963	0.0	-4.565287
TspTC-4	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.881738	0.0	-4.599862	-25.881738	0.0	-4.599862
SCB-084_TC6	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.892666	0.0	-4.654762	-25.892666	0.0	-4.654762
TspTC-8	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.31508	0.0	-4.636606	-25.31508	0.0	-4.636606
SCB-084_TC5	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.472431	0.0	-4.649365	-25.472431	0.0	-4.649365
TmTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-23.008515	-0.0	3.773624	-23.008515	-0.0	3.773624
S_TmTC-1-cembreneA	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.90366	-0.0	3.645885	-22.90366	-0.0	3.645885
TmTC-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.828434	-0.0	3.64532	-22.828434	-0.0	3.64532
Allacma_fusca	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	1.943516	0.0	1.776941	1.943516	0.0	1.776941
S_PgTC-1	coral		ref:coral:tps_subclade_1	lda_reference_subclade_spread	LD1	LD2	LD3	15.601105	0.0	-7.077576	15.601105	0.0	-7.077576
NODE_9695_length_1224	coral		ref:coral:tps_subclade_1	lda_reference_subclade_spread	LD1	LD2	LD3	15.618577	0.0	-7.200237	15.618577	0.0	-7.200237
NODE_9264_length_1285	coral		ref:coral:tps_subclade_1	lda_reference_subclade_spread	LD1	LD2	LD3	15.612317	0.0	-7.212348	15.612317	0.0	-7.212348
Rkoe_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-11.97941	0.0	2.489649	-11.97941	0.0	2.489649
RmTC-1-cembreneB	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-12.773437	0.0	2.749026	-12.773437	0.0	2.749026
RmTC-1-cembreneB_2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-12.859639	0.0	2.744179	-12.859639	0.0	2.744179
Basb_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.206144	0.0	2.821952	-13.206144	0.0	2.821952
EcTPS-6-cembreneB	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.644674	0.0	2.500048	-13.644674	0.0	2.500048
ErycarTC-6-cembreneB	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.644674	0.0	2.500048	-13.644674	0.0	2.500048
Selo_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.400443	0.0	2.788664	-13.400443	0.0	2.788664
VgTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.322914	0.0	2.65317	-13.322914	0.0	2.65317
NA-195_TC-5-cembreneB	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.558148	0.0	2.490031	-13.558148	0.0	2.490031
Crub_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.458822	0.0	2.48672	-13.458822	0.0	2.48672
Crub_cbTC_2-cembreneB	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.458822	0.0	2.48672	-13.458822	0.0	2.48672
CrTC1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.635885	0.0	2.484656	-13.635885	0.0	2.484656
Dgem_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.435596	0.0	2.713137	-13.435596	0.0	2.713137
NA-218_TC-1-cembreneB	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.885144	0.0	2.61943	-13.885144	0.0	2.61943
PcaTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.886668	0.0	2.588662	-13.886668	0.0	2.588662
HcTC-5g-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.231764	0.0	2.744317	-13.231764	0.0	2.744317
g34001.t1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.231764	0.0	2.744317	-13.231764	0.0	2.744317
HcTC-5-2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.205531	0.0	2.505614	-13.205531	0.0	2.505614
NA-045_TC-5	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.159511	0.0	2.757852	-13.159511	0.0	2.757852
NA-195_TC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-12.861552	0.0	2.483289	-12.861552	0.0	2.483289
SCB-216_TC1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-12.774661	0.0	2.4902	-12.774661	0.0	2.4902
NA-218_TC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-14.053048	0.0	2.853743	-14.053048	0.0	2.853743
NA-195_TC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.135983	-0.0	3.756828	-22.135983	-0.0	3.756828
NA-195_TC-2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.245159	0.0	2.607464	-13.245159	0.0	2.607464
S_HiTC-1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-24.825156	0.0	-4.820393	-24.825156	0.0	-4.820393
NA-195_TC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.780476	-0.0	3.666353	-22.780476	-0.0	3.666353
HcTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-23.236305	-0.0	3.729035	-23.236305	-0.0	3.729035
HcTC-2g	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-23.236635	-0.0	3.727681	-23.236635	-0.0	3.727681
g50187.t1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-23.236635	-0.0	3.727681	-23.236635	-0.0	3.727681
SCB-157_TC4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.902383	-0.0	3.788604	-21.902383	-0.0	3.788604
SCB-157_TC2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-23.36197	-0.0	3.802409	-23.36197	-0.0	3.802409
gCspTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-23.312807	-0.0	3.923168	-23.312807	-0.0	3.923168
ErycarTC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.026423	-0.0	3.736109	-21.026423	-0.0	3.736109
ErycarTC-4_1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-14.58708	0.0	2.712865	-14.58708	0.0	2.712865
PmTC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.949891	0.0	2.806967	-13.949891	0.0	2.806967
PstTC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-14.573833	0.0	2.839671	-14.573833	0.0	2.839671
PsuTC-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.310538	-0.0	3.897501	-21.310538	-0.0	3.897501
PmTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.51891	-0.0	4.007246	-21.51891	-0.0	4.007246
PstTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.681029	-0.0	4.021319	-21.681029	-0.0	4.021319
PsuTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.681029	-0.0	4.021319	-21.681029	-0.0	4.021319
PsuTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.89788	-0.0	3.76811	-21.89788	-0.0	3.76811
PmTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.763039	-0.0	3.711114	-21.763039	-0.0	3.711114
PstTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.830092	-0.0	3.876516	-21.830092	-0.0	3.876516
PsuTC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.866788	-0.0	3.877283	-21.866788	-0.0	3.877283
ErycarTC-5	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.258462	-0.0	3.721843	-21.258462	-0.0	3.721843
ErycarTC-7	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	-13.701678	0.0	2.73191	-13.701678	0.0	2.73191
ErycarTC-8	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.413501	-0.0	3.799061	-21.413501	-0.0	3.799061
ErTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.971187	-0.0	4.020985	-21.971187	-0.0	4.020985
ErTC-1_2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-21.971187	-0.0	4.020985	-21.971187	-0.0	4.020985
TmTC-1-Cembrene_A	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-23.238417	-0.0	3.5699	-23.238417	-0.0	3.5699
PcTC-7	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-23.383262	-0.0	3.887327	-23.383262	-0.0	3.887327
NA-045_TC-4	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.404049	0.0	-4.629434	-25.404049	0.0	-4.629434
PcTC-8	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.079417	0.0	-4.737605	-25.079417	0.0	-4.737605
PcTC-1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.572492	0.0	-4.475201	-25.572492	0.0	-4.475201
PcTC-2	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.432194	0.0	-4.587595	-25.432194	0.0	-4.587595
S_PeTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.987775	-0.0	3.873418	-22.987775	-0.0	3.873418
AeTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.987412	-0.0	3.874848	-22.987412	-0.0	3.874848
gGvTC-7	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.516072	-0.0	3.833172	-22.516072	-0.0	3.833172
gGvTC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.268588	-0.0	3.749069	-22.268588	-0.0	3.749069
GvTC-2	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-24.675509	0.0	-4.64936	-24.675509	0.0	-4.64936
gGvTC-6	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-24.598332	0.0	-4.650999	-24.598332	0.0	-4.650999
AaTPS	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.053196	0.0	-4.565177	-25.053196	0.0	-4.565177
gGvTC-9	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.05259	0.0	-4.63765	-25.05259	0.0	-4.63765
NA-141_TC1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.46873	0.0	-4.689406	-25.46873	0.0	-4.689406
NA-141_TC5	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.072618	0.0	-4.751914	-25.072618	0.0	-4.751914
NA-047_TC4	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-24.896874	0.0	-4.755619	-24.896874	0.0	-4.755619
gGvTC-10	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.035025	0.0	-4.678447	-25.035025	0.0	-4.678447
S_AbTC-1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.260943	0.0	-4.752121	-25.260943	0.0	-4.752121
AbTC-4	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.364902	0.0	-4.671441	-25.364902	0.0	-4.671441
ErycarTC-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.546338	-0.0	4.232167	-22.546338	-0.0	4.232167
S_LsTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.059928	-0.0	4.051621	-22.059928	-0.0	4.051621
AbTC-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.309645	-0.0	4.122335	-22.309645	-0.0	4.122335
PcTC-5	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	-25.422237	0.0	-4.365454	-25.422237	0.0	-4.365454
PcTC-6	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-23.385329	-0.0	4.07405	-23.385329	-0.0	4.07405
S_CdTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-23.310694	-0.0	3.9867	-23.310694	-0.0	3.9867
TspTC-9	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	-22.8757	-0.0	4.004818	-22.8757	-0.0	4.004818
AHY23922.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.428653	0.0	15.139573	9.428653	0.0	15.139573
AHY23921.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.780228	0.0	16.927762	9.780228	0.0	16.927762
AHY23924.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.232818	0.0	17.078924	9.232818	0.0	17.078924
ATZ56107.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.398833	0.0	18.036556	9.398833	0.0	18.036556
XP_001832573.2	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.817589	0.0	17.454182	9.817589	0.0	17.454182
XP_001836556.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.320539	0.0	18.760903	9.320539	0.0	18.760903
XP_001832925.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.666836	0.0	19.119696	9.666836	0.0	19.119696
XP_001836356.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	8.797433	0.0	18.531342	8.797433	0.0	18.531342
XP_001832549.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.321021	0.0	15.38946	9.321021	0.0	15.38946
MUStwsD_GLEAN_10001317	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.534044	0.0	18.751921	9.534044	0.0	18.751921
MUStwsD_GLEAN_10003938	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.864578	0.0	18.220798	9.864578	0.0	18.220798
MUStwsD_GLEAN_10005581	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.241848	0.0	18.193055	9.241848	0.0	18.193055
MUStwsD_GLEAN_10000810	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.2963	0.0	17.762768	9.2963	0.0	17.762768
MUStwsD_GLEAN_10000811	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.230183	0.0	17.848965	9.230183	0.0	17.848965
MUStwsD_GLEAN_10003820	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.369319	0.0	17.99394	9.369319	0.0	17.99394
MUStwsD_GLEAN_10000831	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.466168	0.0	18.529987	9.466168	0.0	18.529987
MUStwsD_GLEAN_10000543	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.625866	0.0	13.666999	9.625866	0.0	13.666999
MUStwsD_GLEAN_10000292	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.4827	0.0	14.885983	9.4827	0.0	14.885983
sP9WEV6.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.730436	0.0	16.590632	9.730436	0.0	16.590632
GU123140.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.637943	0.0	14.808906	9.637943	0.0	14.808906
Stehi1_159379	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.64233	0.0	15.065765	9.64233	0.0	15.065765
Stehi1_128017	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.308545	0.0	18.445784	9.308545	0.0	18.445784
Stehi1_25180	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.483462	0.0	18.962446	9.483462	0.0	18.962446
Stehi1_64702	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.625819	0.0	19.030048	9.625819	0.0	19.030048
Stehi1_73029	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.634154	0.0	19.123045	9.634154	0.0	19.123045
AGR34199.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	9.648364	0.0	18.990282	9.648364	0.0	18.990282
A0A1B6FW32	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.136078	-0.0	-0.637278	9.136078	-0.0	-0.637278
A0A1B6JR16	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.139975	-0.0	-0.668784	9.139975	-0.0	-0.668784
A0A0K8SQK6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.146087	-0.0	-0.684271	9.146087	-0.0	-0.684271
A0A224XQ55	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.147563	-0.0	-0.657885	9.147563	-0.0	-0.657885
A0A023F505	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.146977	-0.0	-0.655275	9.146977	-0.0	-0.655275
E2C655	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.152701	-0.0	-0.790295	9.152701	-0.0	-0.790295
A0A151ICL0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.149337	-0.0	-0.752924	9.149337	-0.0	-0.752924
A0A151XAF4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.152775	-0.0	-0.790627	9.152775	-0.0	-0.790627
A0A195DY43	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.153967	-0.0	-0.795941	9.153967	-0.0	-0.795941
F4WZX1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.15179	-0.0	-0.786232	9.15179	-0.0	-0.786232
A0A195B7S7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.154769	-0.0	-0.79952	9.154769	-0.0	-0.79952
E2AMF4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.152011	-0.0	-0.787219	9.152011	-0.0	-0.787219
A0A3L8DMT1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.141184	-0.0	-0.662404	9.141184	-0.0	-0.662404
A0A026VYX6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.155592	-0.0	-0.80319	9.155592	-0.0	-0.80319
D6WAF3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.141617	-0.0	-0.612531	9.141617	-0.0	-0.612531
A0A0T6AYV0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.148165	-0.0	-0.724147	9.148165	-0.0	-0.724147
A0A5E4M2V6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.151033	-0.0	-0.699264	9.151033	-0.0	-0.699264
J9K4T0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.150795	-0.0	-0.701735	9.150795	-0.0	-0.701735
A0A2H8TKV8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.148637	-0.0	-0.687403	9.148637	-0.0	-0.687403
M9VU49	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.149816	-0.0	-0.692658	9.149816	-0.0	-0.692658
V5UUH0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.150174	-0.0	-0.694258	9.150174	-0.0	-0.694258
A0A1Y1MX09	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.144054	-0.0	-0.644592	9.144054	-0.0	-0.644592
A0A2A4JK80	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.150587	-0.0	-0.73024	9.150587	-0.0	-0.73024
A0A212F9C8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.147075	-0.0	-0.66984	9.147075	-0.0	-0.66984
G9D512	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.147126	-0.0	-0.679485	9.147126	-0.0	-0.679485
A0A0N1PGS1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.141652	-0.0	-0.599735	9.141652	-0.0	-0.599735
A0A232ET71	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.138657	-0.0	-0.564011	9.138657	-0.0	-0.564011
A0A482XJ80	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.147319	-0.0	-0.762758	9.147319	-0.0	-0.762758
A0A1B6DIQ4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.148396	-0.0	-0.665136	9.148396	-0.0	-0.665136
A0A1B6GMQ4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.149007	-0.0	-0.681985	9.149007	-0.0	-0.681985
A0A1B6KSJ0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.14865	-0.0	-0.672155	9.14865	-0.0	-0.672155
A0A154P407	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.149637	-0.0	-0.697746	9.149637	-0.0	-0.697746
A0A0L7QLJ7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.14904	-0.0	-0.691555	9.14904	-0.0	-0.691555
A0A067QX52	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.148314	-0.0	-0.782505	9.148314	-0.0	-0.782505
A0A0C9Q793	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.151674	-0.0	-0.702124	9.151674	-0.0	-0.702124
A0A182X0B1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.144871	-0.0	-0.667072	9.144871	-0.0	-0.667072
A0A182V1R4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.143818	-0.0	-0.655314	9.143818	-0.0	-0.655314
Q7PYQ9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.144543	-0.0	-0.666786	9.144543	-0.0	-0.666786
A0A182TH73	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.145807	-0.0	-0.679488	9.145807	-0.0	-0.679488
A0A182I001	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.138281	-0.0	-0.552914	9.138281	-0.0	-0.552914
A0A182JSE6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.148652	-0.0	-0.695712	9.148652	-0.0	-0.695712
A0A182P568	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.14861	-0.0	-0.69317	9.14861	-0.0	-0.69317
A0A182YAP7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.145998	-0.0	-0.734498	9.145998	-0.0	-0.734498
A0A4Y0BJ88	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.145814	-0.0	-0.68423	9.145814	-0.0	-0.68423
A0A182VZ71	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.154146	-0.0	-0.792032	9.154146	-0.0	-0.792032
A0A1L8DZU4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.147638	-0.0	-0.649979	9.147638	-0.0	-0.649979
W8BDU2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.14569	-0.0	-0.589487	9.14569	-0.0	-0.589487
A0A0A1WFE6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.147408	-0.0	-0.607748	9.147408	-0.0	-0.607748
A0A034VA95	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.146391	-0.0	-0.600859	9.146391	-0.0	-0.600859
A0A0K8UWD0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.144615	-0.0	-0.610595	9.144615	-0.0	-0.610595
A0A1A9VVE4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	9.152312	-0.0	-0.730871	9.152312	-0.0	-0.730871
