sequence_id	source	candidate_group	embedding_group	embedding_method	axis1_label	axis2_label	axis3_label	axis1	axis2	axis3	pc1	pc2	pc3
gGvTC-8	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.829733	2.167208	-2.202246	14.829733	2.167208	-2.202246
NA-141_TC2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.673327	2.078347	-2.102517	15.673327	2.078347	-2.102517
NA-047_TC1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.28526	1.964059	-1.798388	15.28526	1.964059	-1.798388
CiTC-1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.731049	-3.287496	-2.927254	17.731049	-3.287496	-2.927254
TspTC-7	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.861348	0.671269	1.275824	19.861348	0.671269	1.275824
TspTC-5	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.30532	0.818771	1.304452	20.30532	0.818771	1.304452
SCB-084_TC4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.224853	0.849895	1.292431	20.224853	0.849895	1.292431
TspTC-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.271936	1.003476	1.112225	20.271936	1.003476	1.112225
SCB-084_TC2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	16.161267	2.195842	-2.056977	16.161267	2.195842	-2.056977
SCB-084_TC1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	16.880144	2.498335	-1.920639	16.880144	2.498335	-1.920639
TspTC-6	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.307031	0.870661	0.999752	20.307031	0.870661	0.999752
TspTC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.795708	0.850145	0.98866	20.795708	0.850145	0.98866
SCB-084_TC6	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.805917	0.782847	0.9528	20.805917	0.782847	0.9528
TspTC-8	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.304307	0.807965	1.272016	20.304307	0.807965	1.272016
SCB-084_TC5	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.441572	0.792428	1.226697	20.441572	0.792428	1.226697
TmTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.276728	0.690382	1.06205	19.276728	0.690382	1.06205
S_TmTC-1-cembreneA	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.088661	-3.219988	-3.43065	18.088661	-3.219988	-3.43065
TmTC-3	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.023221	-3.220912	-3.430117	18.023221	-3.220912	-3.430117
Allacma_fusca	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	0.950082	-0.46656	0.118036	0.950082	-0.46656	0.118036
S_PgTC-1	coral		ref:coral:tps_subclade_1	lda_reference_subclade_spread	LD1	LD2	LD3	-5.381126	-1.319533	1.478394	-5.381126	-1.319533	1.478394
NODE_9695_length_1224	coral		ref:coral:tps_subclade_1	lda_reference_subclade_spread	LD1	LD2	LD3	-5.404554	-1.456507	1.423334	-5.404554	-1.456507	1.423334
NODE_9264_length_1285	coral		ref:coral:tps_subclade_1	lda_reference_subclade_spread	LD1	LD2	LD3	-5.395786	-1.481571	1.421843	-5.395786	-1.481571	1.421843
Rkoe_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	8.705957	-0.747206	0.465666	8.705957	-0.747206	0.465666
RmTC-1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.393393	-0.429931	0.38452	9.393393	-0.429931	0.38452
RmTC-1-cembreneB_2	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.468393	-0.435562	0.38589	9.468393	-0.435562	0.38589
Basb_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.768887	-0.344414	0.0406	9.768887	-0.344414	0.0406
EcTPS-6-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	10.154553	-0.728026	0.548278	10.154553	-0.728026	0.548278
ErycarTC-6-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	10.154553	-0.728026	0.548278	10.154553	-0.728026	0.548278
Selo_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.938448	-0.382664	0.158665	9.938448	-0.382664	0.158665
VgTC-1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.872613	-0.549315	0.058225	9.872613	-0.549315	0.058225
NA-195_TC-5-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	10.079337	-0.741695	0.463402	10.079337	-0.741695	0.463402
Crub_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.99316	-0.747219	0.370096	9.99316	-0.747219	0.370096
Crub_cbTC_2-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.99316	-0.747219	0.370096	9.99316	-0.747219	0.370096
CrTC1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	10.147117	-0.749114	0.377395	10.147117	-0.749114	0.377395
Dgem_cbTC_1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.970257	-0.473005	0.259927	9.970257	-0.473005	0.259927
NA-218_TC-1-cembreneB	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	10.362251	-0.587192	0.156972	10.362251	-0.587192	0.156972
PcaTC-1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	10.363918	-0.629886	-0.226302	10.363918	-0.629886	-0.226302
HcTC-5g-1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.79209	-0.435456	0.293738	9.79209	-0.435456	0.293738
g34001.t1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.79209	-0.435456	0.293738	9.79209	-0.435456	0.293738
HcTC-5-2	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.772474	-0.721813	0.610548	9.772474	-0.721813	0.610548
NA-045_TC-5	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.729087	-0.417917	0.387977	9.729087	-0.417917	0.387977
NA-195_TC-3	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.473443	-0.753145	0.389358	9.473443	-0.753145	0.389358
SCB-216_TC1	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.397785	-0.744036	0.460451	9.397785	-0.744036	0.460451
NA-218_TC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	12.942226	2.020081	-1.981157	12.942226	2.020081	-1.981157
NA-195_TC-1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.419458	-3.088009	-3.479315	17.419458	-3.088009	-3.479315
NA-195_TC-2	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	9.802565	-0.610902	-0.251633	9.802565	-0.610902	-0.251633
S_HiTC-1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.781067	-3.17532	-3.44042	18.781067	-3.17532	-3.44042
NA-195_TC-4	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.981174	-3.197696	-3.592949	17.981174	-3.197696	-3.592949
HcTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.475162	0.640149	1.317535	19.475162	0.640149	1.317535
HcTC-2g	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.47541	0.638465	1.316844	19.47541	0.638465	1.316844
g50187.t1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.47541	0.638465	1.316844	19.47541	0.638465	1.316844
SCB-157_TC4	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.212566	-3.059527	-3.496922	17.212566	-3.059527	-3.496922
SCB-157_TC2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.583933	0.724912	0.937267	19.583933	0.724912	0.937267
gCspTC-2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.772609	2.112778	-2.273764	15.772609	2.112778	-2.273764
ErycarTC-4	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	13.78609	1.880137	-2.093964	13.78609	1.880137	-2.093964
ErycarTC-4_1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	13.409192	1.85026	-2.003074	13.409192	1.85026	-2.003074
PmTC-3	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	10.416643	-0.35843	0.15527	10.416643	-0.35843	0.15527
PstTC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	13.394264	1.991002	-2.202451	13.394264	1.991002	-2.202451
PsuTC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.029926	2.068036	-2.18111	14.029926	2.068036	-2.18111
PmTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.207884	2.187783	-2.156607	14.207884	2.187783	-2.156607
PstTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.349369	2.211607	-2.14002	14.349369	2.211607	-2.14002
PsuTC-2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.349369	2.211607	-2.14002	14.349369	2.211607	-2.14002
PsuTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.543512	1.926504	-1.745944	14.543512	1.926504	-1.745944
PmTC-2	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.095334	-3.14232	-3.281523	17.095334	-3.14232	-3.281523
PstTC-2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.481838	2.041164	-2.158784	14.481838	2.041164	-2.158784
PsuTC-4	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.513755	2.042187	-2.160618	14.513755	2.042187	-2.160618
ErycarTC-5	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	16.656325	-3.134192	-3.527942	16.656325	-3.134192	-3.527942
ErycarTC-7	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	10.198995	-0.450131	0.288648	10.198995	-0.450131	0.288648
ErycarTC-8	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.121876	1.959582	-1.975245	14.121876	1.959582	-1.975245
ErTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.6025	2.210451	-2.256465	14.6025	2.210451	-2.256465
ErTC-1_2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.6025	2.210451	-2.256465	14.6025	2.210451	-2.256465
TmTC-1-Cembrene_A	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.37955	-3.317304	-2.971162	18.37955	-3.317304	-2.971162
PcTC-7	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.834221	2.070653	-2.174276	15.834221	2.070653	-2.174276
NA-045_TC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.380328	0.813164	1.037875	20.380328	0.813164	1.037875
PcTC-8	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.099367	0.683459	1.259531	20.099367	0.683459	1.259531
PcTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.52338	0.98818	1.075585	20.52338	0.98818	1.075585
PcTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.404312	0.866493	1.205239	20.404312	0.866493	1.205239
S_PeTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.490293	2.054802	-1.998333	15.490293	2.054802	-1.998333
AeTC-2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.490019	2.056578	-1.997712	15.490019	2.056578	-1.997712
gGvTC-7	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.07985	1.998328	-1.943559	15.07985	1.998328	-1.943559
gGvTC-4	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.863997	1.899567	-2.028381	14.863997	1.899567	-2.028381
GvTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.747413	0.788094	1.128468	19.747413	0.788094	1.128468
gGvTC-6	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.680239	0.785815	1.127948	19.680239	0.785815	1.127948
AaTPS	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.072037	0.872436	1.221425	20.072037	0.872436	1.221425
gGvTC-9	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.072891	0.787938	1.141685	20.072891	0.787938	1.141685
NA-141_TC1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.437371	0.741291	1.10595	20.437371	0.741291	1.10595
NA-141_TC5	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.093417	0.666107	1.274115	20.093417	0.666107	1.274115
NA-047_TC4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.94057	0.660831	1.259792	19.94057	0.660831	1.259792
gGvTC-10	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.059772	0.753489	1.130737	20.059772	0.753489	1.130737
S_AbTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.257264	0.665202	1.18031	20.257264	0.665202	1.18031
AbTC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.346703	0.762611	1.094191	20.346703	0.762611	1.094191
ErycarTC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.101556	2.485729	-2.32255	15.101556	2.485729	-2.32255
S_LsTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.678813	2.246981	-2.211062	14.678813	2.246981	-2.211062
AbTC-3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.89388	2.326403	-2.310121	14.89388	2.326403	-2.310121
PcTC-5	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	16.624071	2.360966	-2.139433	16.624071	2.360966	-2.139433
PcTC-6	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.831377	2.28447	-2.183295	15.831377	2.28447	-2.183295
S_CdTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.769712	2.189357	-2.321423	15.769712	2.189357	-2.321423
TspTC-9	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.390931	2.208078	-2.459935	15.390931	2.208078	-2.459935
AHY23922.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.526533	8.697259	-8.15974	-7.526533	8.697259	-8.15974
AHY23921.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.861477	10.817874	-7.991254	-7.861477	10.817874	-7.991254
AHY23924.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.383581	11.021509	-7.841758	-7.383581	11.021509	-7.841758
ATZ56107.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.545594	12.143322	-7.991411	-7.545594	12.143322	-7.991411
XP_001832573.2	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.900624	11.455541	-7.801109	-7.900624	11.455541	-7.801109
XP_001836556.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.49133	13.000974	-8.735636	-7.49133	13.000974	-8.735636
XP_001832925.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.791803	13.448864	-8.799751	-7.791803	13.448864	-8.799751
XP_001836356.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.030317	12.746711	-9.2584	-7.030317	12.746711	-9.2584
XP_001832549.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.437039	8.999831	-9.719414	-7.437039	8.999831	-9.719414
MUStwsD_GLEAN_10001317	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.677682	12.985706	-9.174708	-7.677682	12.985706	-9.174708
MUStwsD_GLEAN_10003938	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.95472	12.367666	-7.969849	-7.95472	12.367666	-7.969849
MUStwsD_GLEAN_10005581	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.409839	12.359992	-8.376641	-7.409839	12.359992	-8.376641
MUStwsD_GLEAN_10000810	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.452328	11.84139	-8.045266	-7.452328	11.84139	-8.045266
MUStwsD_GLEAN_10000811	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.396333	11.944655	-7.869409	-7.396333	11.944655	-7.869409
MUStwsD_GLEAN_10003820	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.51701	12.12512	-8.857111	-7.51701	12.12512	-8.857111
MUStwsD_GLEAN_10000831	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.611785	12.742191	-9.572189	-7.611785	12.742191	-9.572189
MUStwsD_GLEAN_10000543	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.678303	6.937369	-6.66373	-7.678303	6.937369	-6.66373
MUStwsD_GLEAN_10000292	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.573627	8.385514	-8.666511	-7.573627	8.385514	-8.666511
sP9WEV6.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.8118	10.505751	-8.674272	-7.8118	10.505751	-8.674272
GU123140.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.704142	8.305373	-8.772326	-7.704142	8.305373	-8.772326
Stehi1_159379	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.710791	8.605416	-8.860631	-7.710791	8.605416	-8.860631
Stehi1_128017	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.472294	12.649836	-9.738844	-7.472294	12.649836	-9.738844
Stehi1_25180	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.63322	13.248654	-10.466897	-7.63322	13.248654	-10.466897
Stehi1_64702	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.758494	13.321619	-10.85316	-7.758494	13.321619	-10.85316
Stehi1_73029	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.764886	13.446583	-10.686515	-7.764886	13.446583	-10.686515
AGR34199.1	fungi		ref:fungi	lda_reference_subclade_spread	LD1	LD2	LD3	-7.776915	13.283408	-10.720743	-7.776915	13.283408	-10.720743
A0A1B6FW32	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.200751	-2.051932	-2.394827	-10.200751	-2.051932	-2.394827
A0A1B6JR16	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.205948	-2.087969	-2.408677	-10.205948	-2.087969	-2.408677
A0A0K8SQK6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.214327	-2.099618	-2.41756	-10.214327	-2.099618	-2.41756
A0A224XQ55	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.216551	-2.06259	-2.408302	-10.216551	-2.06259	-2.408302
A0A023F505	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.215756	-2.059984	-2.407025	-10.215756	-2.059984	-2.407025
E2C655	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.222798	-2.23028	-2.460957	-10.222798	-2.23028	-2.460957
A0A151ICL0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.21838	-2.185717	-2.445151	-10.21838	-2.185717	-2.445151
A0A151XAF4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.222899	-2.230612	-2.46112	-10.222899	-2.230612	-2.46112
A0A195DY43	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.224517	-2.235918	-2.46372	-10.224517	-2.235918	-2.46372
F4WZX1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.221561	-2.226223	-2.458969	-10.221561	-2.226223	-2.458969
A0A195B7S7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.225607	-2.239492	-2.465471	-10.225607	-2.239492	-2.465471
E2AMF4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.221862	-2.227209	-2.459452	-10.221862	-2.227209	-2.459452
A0A3L8DMT1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.207669	-2.077784	-2.40686	-10.207669	-2.077784	-2.40686
A0A026VYX6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.226724	-2.243155	-2.467267	-10.226724	-2.243155	-2.467267
D6WAF3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.208602	-2.0112	-2.388198	-10.208602	-2.0112	-2.388198
A0A0T6AYV0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.216944	-2.149353	-2.433679	-10.216944	-2.149353	-2.433679
A0A5E4M2V6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.221091	-2.1123	-2.425679	-10.221091	-2.1123	-2.425679
J9K4T0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.220744	-2.115911	-2.426496	-10.220744	-2.115911	-2.426496
A0A2H8TKV8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.217846	-2.100075	-2.420006	-10.217846	-2.100075	-2.420006
M9VU49	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.219446	-2.105322	-2.422577	-10.219446	-2.105322	-2.422577
V5UUH0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.219933	-2.10692	-2.42336	-10.219933	-2.10692	-2.42336
A0A1Y1MX09	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.211771	-2.05008	-2.401537	-10.211771	-2.05008	-2.401537
A0A2A4JK80	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.220265	-2.153911	-2.437182	-10.220265	-2.153911	-2.437182
A0A212F9C8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.215795	-2.079105	-2.412586	-10.215795	-2.079105	-2.412586
G9D512	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.215801	-2.091788	-2.416262	-10.215801	-2.091788	-2.416262
A0A0N1PGS1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.208736	-1.994226	-2.383372	-10.208736	-1.994226	-2.383372
A0A232ET71	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.204819	-1.951308	-2.368371	-10.204819	-1.951308	-2.368371
A0A482XJ80	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.215513	-2.20164	-2.447875	-10.215513	-2.20164	-2.447875
A0A1B6DIQ4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.21766	-2.070974	-2.411459	-10.21766	-2.070974	-2.411459
A0A1B6GMQ4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.218394	-2.092377	-2.418138	-10.218394	-2.092377	-2.418138
A0A1B6KSJ0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.217965	-2.07989	-2.414241	-10.217965	-2.07989	-2.414241
A0A154P407	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.219163	-2.112309	-2.424414	-10.219163	-2.112309	-2.424414
A0A0L7QLJ7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.218377	-2.104984	-2.421776	-10.218377	-2.104984	-2.421776
A0A067QX52	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.216763	-2.226317	-2.455841	-10.216763	-2.226317	-2.455841
A0A0C9Q793	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.221962	-2.115155	-2.427078	-10.221962	-2.115155	-2.427078
A0A182X0B1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.212754	-2.07863	-2.410449	-10.212754	-2.07863	-2.410449
A0A182V1R4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.211372	-2.0646	-2.405478	-10.211372	-2.0646	-2.405478
Q7PYQ9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.212301	-2.078726	-2.410179	-10.212301	-2.078726	-2.410179
A0A182TH73	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.21397	-2.093697	-2.415611	-10.21397	-2.093697	-2.415611
A0A182I001	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.204371	-1.937175	-2.363985	-10.204371	-1.937175	-2.363985
A0A182JSE6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.217811	-2.111042	-2.423158	-10.217811	-2.111042	-2.423158
A0A182P568	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.21777	-2.10774	-2.422175	-10.21777	-2.10774	-2.422175
A0A182YAP7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.213868	-2.166174	-2.436526	-10.213868	-2.166174	-2.436526
A0A4Y0BJ88	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.213949	-2.099959	-2.41741	-10.213949	-2.099959	-2.41741
A0A182VZ71	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.224792	-2.230488	-2.462329	-10.224792	-2.230488	-2.462329
